EmployeeID,DateOfHire,DateOfBirth,Age ,Age Group,Gender,Salary Category,Department,Experience Level,JobTitle,Employment Status,SupervisorID,SupervisorName,SupervisorLevel,ProjectsAssigned,ProjectsCompleted,PerformanceRating,Salary,Bonus,YearsAtCompany,YearsInCurrentRole,TrainingHours,OvertimeHours,Absences,HireSource,EmployeeEngagementScore,TerminationDate,ReasonForLeaving,LastPromotionDate,SeniorLeader,TeamSize,PromotionCount,WorkFromHomeDays,PerformanceImprovementPlan,YearsSinceLastTraining,JobSatisfactionScore,RetentionRisk,DiversityCategory,SkillsAssessmentScore,RecruitmentCost,TimeToFillPosition,InternalPromotion,WorkHoursPerWeek,StressLevelScore
2143,04-02-2016,01-03-1996,30,Mid Age,Non-Binary,Medium,IT,Senior,Chartered certified accountant,Terminated,136,Katrina Hernandez,Director,18,2,1,63023.35,8399.07,10,1,3,50,15,Walk-in,1.74,24-07-2018,Retirement,No Promotion ,Thomas G,18,1,15,Yes,0,4.71,High,Diverse,64.2,4882.69,49,Yes,30,5.68
2144,07-03-2024,14-03-1993,33,Mid Age,Female,High,IT,Mid Level,Pensions consultant,Terminated,257,Vincent Hale,Manager,19,14,4,96005.65,18290.58,3,5,74,23,12,Referral,4.8,28-09-2024,Layoff,14-06-2024,Thomas G,18,2,5,No,2,1.53,Low,Non-Diverse,97.45,9123.87,34,No,35,9.87
2145,14-05-2022,15-06-1967,58,Senior,Non-Binary,High,Finance,Senior,Tree surgeon,On Leave,814,Kristen Johnson,Director,14,19,2,96589.8,4539.99,7,0,46,45,9,Job Board,3.31,Active Employee,Still Working ,20-09-2024,Patrick,26,0,13,No,2,3.19,Medium,Diverse,76.63,3301.67,51,No,35,5.43
2146,08-09-2021,02-10-1974,51,Senior,Female,High,Finance,Mid Level,Immunologist,Terminated,291,Paul Phillips,VP,6,4,4,80276.32,8454.65,4,5,63,43,11,Walk-in,1.55,04-09-2023,Retirement,No Promotion ,Thomas G,26,3,14,Yes,0,4.16,Medium,Non-Diverse,69.51,3245.66,24,No,56,6.71
2147,30-11-2023,04-01-1981,45,Senior,Female,Medium,HR,Senior,Child psychotherapist,On Leave,442,Cynthia Dickson,Manager,7,19,1,56375.31,18109.44,6,6,89,37,13,Recruiter,4.25,Active Employee,Still Working ,11-01-2024,Thomas G,25,3,11,Yes,5,2.08,Medium,Non-Diverse,99.99,1092.13,23,No,53,6.44
2148,31-10-2017,24-03-1967,59,Senior,Non-Binary,Medium,IT,Mid Level,Editorial assistant,Terminated,920,James Freeman,Manager,6,9,3,43855.92,3184.69,3,8,56,50,4,Walk-in,1.41,12-06-2021,Layoff,No Promotion ,Arun S,45,0,10,No,4,1.64,Low,Diverse,65.87,5095.62,51,Yes,51,7.85
2149,10-08-2021,08-09-2000,25,Young,Non-Binary,High,IT,Senior,Data scientist,Active,85,Susan Perez,Manager,12,7,2,97592.72,10765.6,8,1,31,15,2,Walk-in,1.71,Active Employee,Still Working ,No Promotion ,Thomas G,45,1,2,Yes,3,3.51,High,Non-Diverse,52.68,7322.14,25,Yes,52,8.01
2150,02-02-2017,31-07-1972,53,Senior,Male,Medium,Finance,Senior,Immigration officer,Terminated,474,Samantha Clayton,Director,20,9,1,46836.05,1975.48,7,1,3,38,11,Job Board,1.6,14-09-2019,Layoff,16-05-2021,Arun S,12,0,6,Yes,1,2.81,Medium,Non-Diverse,54.82,7030.76,23,Yes,60,5.4
2151,30-12-2020,20-09-1987,38,Mid Age,Non-Binary,Medium,IT,Fresher,Higher education lecturer,Terminated,610,Larry Boyle,VP,3,5,5,51898.62,17157.26,0,5,72,34,12,Recruiter,4.76,19-06-2024,Resignation,19-07-2022,Thomas G,36,2,11,No,5,3.48,Low,Diverse,53.22,9943.71,56,No,33,3.57
2152,09-07-2021,31-01-1993,33,Mid Age,Male,Medium,HR,Mid Level,"Designer, textile",On Leave,605,Alyssa Dennis,Director,3,12,4,35967.7,11163.91,3,3,80,8,1,Walk-in,3.41,Active Employee,Still Working ,05-11-2023,Patrick,27,5,7,No,4,3.07,Low,Non-Diverse,58.69,7050.53,9,Yes,51,5.98
2153,13-03-2015,01-04-1991,35,Mid Age,Non-Binary,High,Finance,Fresher,Prison officer,Active,328,Casey Chandler,Director,2,11,4,101284.59,1584.19,2,1,56,16,0,Recruiter,4,Active Employee,Still Working ,22-05-2018,Arun S,47,4,5,No,0,4.86,High,Diverse,80.72,7131.28,57,Yes,47,7.41
2154,08-05-2017,22-01-1972,54,Senior,Non-Binary,Medium,Marketing,Fresher,Quantity surveyor,On Leave,423,Kaitlin Dougherty,Director,11,10,1,64057.05,10676.39,0,1,36,23,12,Recruiter,4.11,Active Employee,Still Working ,No Promotion ,Patrick,8,5,17,No,2,4.47,Medium,Non-Diverse,68.69,6190.06,8,Yes,38,6.07
2155,29-06-2019,22-02-1981,45,Senior,Male,High,Sales,Mid Level,"Psychologist, sport and exercise",Terminated,294,Bryan Davis,VP,19,8,1,117985.61,11735.85,5,8,88,12,13,Walk-in,4.93,15-11-2019,None,26-12-2022,Thomas G,20,2,18,No,0,1.46,Low,Non-Diverse,90.51,9352.91,26,No,51,2.19
2156,23-05-2022,31-10-1984,41,Mid Age,Female,Medium,HR,Mid Level,Toxicologist,Terminated,766,Janet Jones,Manager,13,2,1,54999.8,10750.81,3,8,44,1,13,Walk-in,4.7,21-04-2024,Resignation,24-07-2024,Thomas G,45,2,7,Yes,0,2.81,Low,Non-Diverse,91.65,4022.12,17,No,52,2.78
2157,06-02-2024,27-04-1976,50,Senior,Non-Binary,Medium,Finance,Mid Level,Diplomatic Services operational officer,Active,720,Jesus Hernandez,Director,14,5,3,67858.99,7922.96,3,6,72,35,10,Referral,2.89,Active Employee,Still Working ,24-07-2024,Thomas G,40,1,16,No,3,4.15,Low,Non-Diverse,85.8,2614.23,30,Yes,56,7.9
2158,23-05-2022,15-03-1999,27,Young,Female,High,HR,Mid Level,Legal secretary,On Leave,153,Sean Hayes,VP,11,3,3,115655.94,16382.46,4,2,58,32,10,Job Board,3.92,Active Employee,Still Working ,No Promotion ,Patrick,17,1,18,Yes,3,1.32,High,Diverse,92.01,3278.75,11,Yes,46,4.13
2159,01-06-2024,16-02-1967,59,Senior,Non-Binary,High,Finance,Mid Level,Immunologist,On Leave,659,Gregory Peck,VP,6,0,4,103831.42,12418.96,4,7,40,44,16,Walk-in,2.31,Active Employee,Still Working ,14-09-2024,Patrick,8,0,19,No,2,3.74,High,Non-Diverse,89.77,4670.93,59,Yes,39,9.08
2160,28-11-2017,13-12-1997,28,Young,Male,Medium,IT,Senior,"Radiographer, therapeutic",On Leave,616,Sylvia Morales,Manager,2,6,1,48974.83,15432.39,8,5,73,23,15,Referral,1.33,Active Employee,Still Working ,16-04-2023,Arun S,33,5,8,No,3,3.91,Low,Non-Diverse,75.87,1077.49,10,No,49,3.61
2161,09-07-2024,17-09-1990,35,Mid Age,Female,Medium,Sales,Mid Level,Film/video editor,Active,751,Noah Scott,Director,3,20,2,35426.23,8749.85,4,10,2,21,15,Recruiter,4.82,Active Employee,Still Working ,No Promotion ,Patrick,13,0,4,No,0,4.27,High,Non-Diverse,84.16,1216.93,31,Yes,30,2
2162,26-07-2016,28-09-1985,40,Mid Age,Female,Medium,Sales,Senior,Drilling engineer,Terminated,494,Joseph Mullins,VP,1,0,3,33522.03,8524.75,8,9,88,16,7,Referral,2.96,20-04-2021,None,15-10-2016,Thomas G,17,5,17,No,0,3.15,High,Non-Diverse,70.46,1667.93,21,No,37,3.83
2163,17-11-2015,30-06-1965,60,Senior,Male,Medium,HR,Senior,Barrister's clerk,Terminated,680,Jeffrey Spencer,Manager,6,1,3,45595.2,15335.22,6,6,21,20,17,Walk-in,1.85,10-12-2019,Retirement,28-11-2021,Patrick,43,2,1,No,1,4.17,High,Diverse,52.15,5574.81,42,No,51,9.74
2164,13-01-2017,20-01-1968,58,Senior,Non-Binary,Medium,Sales,Senior,Energy manager,On Leave,692,Andre Lee,Manager,14,14,1,56071.69,12240.02,9,4,79,14,19,Referral,1.9,Active Employee,Still Working ,No Promotion ,Thomas G,19,2,8,No,1,3.47,Medium,Diverse,99.04,1559.97,13,No,35,1.69
2165,18-05-2023,03-12-1966,59,Senior,Female,High,Marketing,Senior,Government social research officer,On Leave,367,Steven Wilkinson,VP,12,15,2,117437.07,7536.23,8,8,48,29,5,Walk-in,1.33,Active Employee,Still Working ,31-08-2024,Arun S,12,3,2,Yes,0,3.59,Medium,Diverse,57.18,6028.42,57,No,44,1.5
2166,01-11-2022,30-09-1982,43,Mid Age,Male,High,HR,Fresher,Barrister's clerk,Active,587,Albert Charles,Director,12,14,2,101846.8,17652.51,2,7,7,0,3,Job Board,2.32,Active Employee,Still Working ,No Promotion ,Thomas G,13,0,11,No,1,1.64,Low,Non-Diverse,51.75,5839.81,23,Yes,30,1.21
2167,18-05-2022,24-08-1986,39,Mid Age,Non-Binary,High,HR,Fresher,Chemical engineer,Terminated,558,Karen Parker,Manager,4,20,4,100720.69,730.5,1,0,72,44,9,Referral,1.19,14-07-2023,Resignation,25-09-2023,Patrick,20,4,9,No,1,1.89,High,Diverse,66.26,7954.03,11,Yes,53,7.41
2168,28-01-2025,13-04-2005,21,Young,Non-Binary,Medium,Marketing,Fresher,Trade mark attorney,On Leave,106,Alison Torres,VP,1,13,4,64614.9,3574.62,2,0,69,49,20,Walk-in,2.44,Active Employee,Still Working ,30-01-2025,Patrick,45,1,9,No,4,2.3,Medium,Non-Diverse,84.72,1113.06,50,Yes,50,6.22
2169,16-03-2016,08-05-1959,67,Senior,Non-Binary,Medium,Sales,Senior,Armed forces logistics/support/administrative officer,Active,916,Aaron Lee,Manager,8,17,5,52056.17,10334.04,7,4,42,26,6,Referral,4.03,Active Employee,Still Working ,No Promotion ,Patrick,8,0,17,Yes,3,4.14,Low,Diverse,78.17,3408.69,47,No,51,2.44
2170,25-11-2021,22-11-2003,22,Young,Male,Medium,Sales,Senior,Materials engineer,Active,729,Randy Allen,Manager,2,11,1,57403.97,14486.93,7,8,86,44,3,Referral,1.96,Active Employee,Still Working ,21-04-2023,Arun S,9,5,20,No,2,2.02,Low,Non-Diverse,60.44,2677.78,9,No,31,9.43
2171,08-08-2017,10-11-1991,34,Mid Age,Female,High,Marketing,Senior,Armed forces operational officer,Active,79,Darrell Walton,Director,12,19,3,87974.9,18294.52,7,0,87,20,8,Referral,4.08,Active Employee,Still Working ,04-08-2019,Patrick,43,1,10,No,3,2.93,High,Non-Diverse,86.99,3240.65,13,Yes,60,4.06
2172,16-05-2023,25-04-1999,27,Young,Non-Binary,High,HR,Mid Level,"Producer, radio",Active,559,Theresa Brooks,VP,17,14,2,82973.76,10823.68,3,8,52,44,13,Referral,1.59,Active Employee,Still Working ,12-01-2025,Arun S,10,2,14,Yes,5,1.57,High,Diverse,63.61,9280.5,9,Yes,59,5.33
2173,11-06-2023,09-04-2002,24,Young,Non-Binary,Medium,Marketing,Senior,Air cabin crew,Terminated,289,Timothy Edwards,Manager,4,14,3,43242.8,15015.32,6,3,61,27,6,Job Board,3.79,07-12-2023,Retirement,No Promotion ,Thomas G,27,0,17,No,3,3.26,High,Non-Diverse,94.47,6440.93,33,Yes,33,7.49
2174,24-01-2025,28-05-1977,48,Senior,Male,Medium,Finance,Senior,Energy engineer,On Leave,651,Ryan White,Manager,17,10,5,57997.1,6819.93,6,0,27,14,1,Referral,3.21,Active Employee,Still Working ,27-01-2025,Patrick,30,1,11,No,2,3.48,Medium,Diverse,83.22,2920.3,54,Yes,44,4.94
2175,26-11-2019,02-11-1966,59,Senior,Non-Binary,High,HR,Senior,Jewellery designer,Terminated,523,Jeremy Erickson MD,Director,0,4,2,90124.43,18495.76,7,3,77,28,18,Referral,4.72,31-03-2023,Retirement,10-10-2022,Arun S,48,0,19,Yes,0,3.71,Medium,Non-Diverse,63.24,5255.82,39,No,46,9.08
2176,03-10-2018,19-05-2001,25,Young,Female,Medium,Finance,Senior,Legal secretary,Terminated,50,Daniel Montes,Director,6,20,2,33461.85,4504.34,8,1,65,28,15,Job Board,3.65,01-09-2020,Retirement,No Promotion ,Arun S,44,5,2,Yes,2,3.02,Low,Non-Diverse,85.53,7332.08,6,No,36,1.07
2177,14-04-2015,09-04-1959,67,Senior,Non-Binary,Medium,Sales,Fresher,"Programmer, multimedia",Terminated,519,Justin Duffy,Manager,16,11,3,49760.32,1690.66,1,0,10,19,17,Job Board,3.07,27-03-2020,Retirement,28-04-2022,Patrick,30,2,17,Yes,5,2.08,Low,Non-Diverse,97.54,7533.97,30,No,55,1.32
2178,21-02-2018,08-11-1969,56,Senior,Female,Medium,HR,Senior,Sports administrator,Terminated,205,Taylor Alvarez,Director,20,5,3,63298.62,18129.42,7,4,6,45,5,Job Board,2.42,10-12-2020,None,17-05-2021,Thomas G,45,0,20,Yes,3,4.11,Medium,Non-Diverse,63.34,4875.97,45,No,31,2.51
2179,01-12-2023,27-04-1996,30,Mid Age,Male,High,Sales,Senior,"Radiographer, therapeutic",On Leave,933,Brent Golden,VP,3,19,5,94199.46,5123.04,8,8,2,12,13,Referral,2.43,Active Employee,Still Working ,19-07-2024,Thomas G,26,0,18,Yes,0,4.69,Low,Non-Diverse,79.56,9261.21,60,No,50,6.21
2180,22-01-2020,29-06-1989,36,Mid Age,Female,High,Sales,Senior,Geoscientist,Active,183,Ryan Martin,Director,14,9,5,100402.33,1026.25,8,6,64,37,2,Walk-in,2.23,Active Employee,Still Working ,18-07-2022,Thomas G,27,4,14,Yes,4,3.89,Low,Non-Diverse,77.25,5424.67,12,No,49,4.06
2181,01-08-2016,19-12-1982,43,Mid Age,Female,Medium,IT,Senior,Sub,Active,442,Mr. Kyle Bowers PhD,Manager,3,13,4,33610.03,7066.27,7,2,37,35,17,Referral,2.21,Active Employee,Still Working ,02-10-2019,Arun S,44,0,17,Yes,3,2.48,Medium,Non-Diverse,74.98,6912.06,10,No,58,9.72
2182,16-09-2022,11-01-1998,28,Young,Female,Medium,HR,Mid Level,Hospital pharmacist,On Leave,110,Michael Fleming,Director,14,1,1,44537.37,4933.42,3,9,10,23,10,Walk-in,2.91,Active Employee,Still Working ,No Promotion ,Patrick,48,2,17,No,3,4.42,Medium,Diverse,79.61,5847.91,17,Yes,44,6.02
2183,11-02-2019,08-05-1992,34,Mid Age,Male,High,Sales,Mid Level,"Scientist, marine",On Leave,396,Katrina Morris,Manager,13,2,4,92112.59,18324.72,3,5,67,30,4,Walk-in,3.82,Active Employee,Still Working ,10-12-2024,Arun S,29,1,5,No,1,2.1,Medium,Non-Diverse,73.98,7366.27,17,Yes,52,7.51
2184,03-05-2015,04-04-2000,26,Young,Non-Binary,Medium,IT,Senior,Risk manager,Terminated,501,Amber Brown,Manager,12,17,1,46570.39,15809.01,6,2,57,40,13,Walk-in,1.46,01-03-2023,None,No Promotion ,Arun S,40,5,18,Yes,4,2.43,High,Non-Diverse,61.69,5220.68,7,No,39,4.35
2185,21-12-2015,14-12-2004,21,Young,Non-Binary,Medium,Finance,Senior,"Teacher, English as a foreign language",Active,429,Amanda Jones,VP,14,14,1,47680.66,10784.25,10,0,13,32,18,Walk-in,4.92,Active Employee,Still Working ,No Promotion ,Thomas G,5,3,18,No,4,1.87,Low,Diverse,83.39,8214.88,53,Yes,48,3.58
2186,04-05-2015,20-10-1959,66,Senior,Non-Binary,High,IT,Mid Level,Land,On Leave,786,Jacob Moore,Manager,17,17,5,90759.5,11270.47,3,6,28,50,3,Walk-in,1.08,Active Employee,Still Working ,No Promotion ,Arun S,11,2,17,Yes,2,4.42,Medium,Non-Diverse,69.09,4073.76,14,No,30,7.84
2187,17-04-2020,29-10-1975,50,Senior,Female,Medium,IT,Senior,Retail banker,On Leave,170,Joel Woodward,VP,5,17,3,50088.71,11844.64,6,0,59,33,15,Recruiter,3.8,Active Employee,Still Working ,No Promotion ,Patrick,46,4,7,No,4,1.08,Low,Non-Diverse,77.13,8123.71,9,No,33,2.89
2188,31-03-2016,27-01-1983,43,Mid Age,Female,Medium,IT,Senior,Chief Strategy Officer,Active,47,Travis Miller,Director,12,14,5,41363.06,17416.64,7,3,6,6,5,Referral,3.7,Active Employee,Still Working ,17-04-2017,Thomas G,15,0,15,Yes,2,2.11,Low,Diverse,58.54,4485.88,32,No,40,7.75
2189,03-11-2015,19-09-1999,26,Young,Non-Binary,High,IT,Senior,Magazine journalist,On Leave,505,Heidi Ryan,Director,16,12,1,91936.9,10145.38,10,3,97,41,13,Referral,4.87,Active Employee,Still Working ,10-02-2018,Patrick,32,5,0,Yes,3,2.9,High,Non-Diverse,51.9,3217.23,25,Yes,46,5.25
2190,16-08-2017,07-11-1995,30,Mid Age,Female,High,HR,Senior,"Engineer, electrical",Active,765,Sarah Vasquez DDS,Manager,15,7,5,111884.25,5057.48,9,0,44,10,16,Recruiter,1.26,Active Employee,Still Working ,27-04-2023,Thomas G,11,5,1,No,1,4.08,Medium,Diverse,85.11,1722.38,39,Yes,37,2.12
2191,08-08-2022,21-08-2002,23,Young,Non-Binary,High,Sales,Mid Level,Patent attorney,Active,863,Kelly Collier,Manager,20,3,4,110475.28,17649,3,7,35,11,1,Job Board,4.1,Active Employee,Still Working ,25-02-2024,Thomas G,7,5,14,Yes,0,1.24,Medium,Diverse,62.63,4869.78,19,Yes,31,7.6
2192,12-08-2017,03-02-1987,39,Mid Age,Female,High,IT,Mid Level,Software engineer,Terminated,861,Katherine Johnson,Manager,2,19,1,114871.98,5486.96,5,8,36,14,20,Walk-in,4.43,25-06-2021,Retirement,19-07-2019,Arun S,47,4,14,Yes,3,2.65,High,Diverse,50.6,1526.96,11,Yes,48,6.06
2193,18-09-2021,14-01-1973,53,Senior,Non-Binary,Medium,Sales,Senior,Communications engineer,On Leave,767,Julia Miller PhD,VP,14,14,5,65119.73,11075.33,6,7,29,31,4,Walk-in,2.31,Active Employee,Still Working ,30-08-2022,Thomas G,36,1,8,Yes,0,2.3,Medium,Non-Diverse,52.37,1534.48,52,No,31,1.96
2194,12-01-2019,19-03-1963,63,Senior,Non-Binary,High,Marketing,Senior,Recruitment consultant,Terminated,111,Stephen Thomas,Manager,19,8,4,97738.1,16827.52,6,0,1,8,1,Recruiter,1.93,13-01-2025,None,No Promotion ,Arun S,36,5,3,No,3,2.76,Medium,Diverse,67.48,7875.05,7,Yes,30,9.97
2195,13-03-2018,25-04-2006,20,Young,Male,Medium,HR,Fresher,Trade union research officer,On Leave,778,Deborah Green,Manager,4,14,2,69811.21,12468.72,1,8,76,18,2,Walk-in,3.29,Active Employee,Still Working ,No Promotion ,Thomas G,38,2,11,No,1,2.39,Low,Diverse,79.43,3901.28,27,Yes,54,1.52
2196,14-01-2025,28-04-1981,45,Senior,Non-Binary,High,Finance,Senior,Clinical molecular geneticist,Terminated,255,Ronald Wilkins,VP,3,10,2,91991.37,6835.65,10,3,92,36,16,Recruiter,4.38,29-01-2025,Resignation,No Promotion ,Patrick,18,2,10,No,0,2.56,Low,Non-Diverse,50.85,2893.49,16,Yes,44,2.5
2197,02-05-2021,18-01-1992,34,Mid Age,Male,High,Marketing,Mid Level,Radio producer,Active,634,Justin Wallace,VP,17,7,4,70930.81,14597.63,3,9,7,28,12,Job Board,2.7,Active Employee,Still Working ,No Promotion ,Patrick,27,4,17,No,4,4.01,Medium,Diverse,74.46,9865.56,19,Yes,36,9.81
2198,07-06-2024,15-05-1980,46,Senior,Female,High,HR,Senior,Geophysical data processor,Active,886,Jennifer Romero,VP,20,10,4,101201.28,3285.78,8,1,74,21,3,Referral,4.6,Active Employee,Still Working ,No Promotion ,Arun S,6,5,17,Yes,5,2.42,Medium,Non-Diverse,69.16,2427,55,No,55,5.18
2199,20-11-2021,29-07-1981,44,Mid Age,Non-Binary,High,Finance,Senior,"Surveyor, commercial/residential",Active,133,Lisa Moore,Manager,9,14,5,105103.43,2226.97,7,10,35,38,2,Referral,4.67,Active Employee,Still Working ,No Promotion ,Patrick,10,4,6,No,3,2.07,High,Diverse,76.14,7099.19,32,Yes,33,1.73
2200,23-08-2022,10-08-1968,57,Senior,Female,Medium,IT,Fresher,Academic librarian,On Leave,638,Samantha Diaz,VP,0,8,3,63626.37,12825.57,0,6,25,17,9,Referral,1.03,Active Employee,Still Working ,25-11-2024,Thomas G,41,2,6,No,4,2.08,Low,Non-Diverse,70.35,3177.26,14,No,48,6.12
2201,27-05-2016,10-08-1969,56,Senior,Non-Binary,High,IT,Mid Level,"Copywriter, advertising",Active,404,Cynthia King,VP,19,4,4,101396.27,16384.24,4,2,97,47,1,Walk-in,1.51,Active Employee,Still Working ,29-12-2024,Thomas G,27,4,2,No,4,2.34,Medium,Non-Diverse,99.85,6492.94,12,Yes,50,8.22
2202,31-10-2021,14-06-1987,38,Mid Age,Female,High,Marketing,Fresher,IT trainer,On Leave,675,Richard Koch,Director,8,4,3,112519.58,16112.03,0,1,53,8,9,Job Board,3.15,Active Employee,Still Working ,No Promotion ,Thomas G,41,4,10,Yes,1,3.69,Low,Diverse,84.36,3530.42,25,No,52,7.6
2203,12-07-2021,02-01-1987,39,Mid Age,Non-Binary,Medium,Sales,Senior,"Psychologist, sport and exercise",Active,585,Carol Day,Director,8,14,5,59731.9,16074.4,10,5,91,45,4,Recruiter,3.7,Active Employee,Still Working ,25-10-2023,Patrick,5,4,0,No,1,3.29,High,Diverse,78.81,8784.5,9,No,40,5.74
2204,01-09-2022,26-06-1977,48,Senior,Male,Medium,Marketing,Mid Level,"Investment banker, corporate",Active,370,Randall Dyer,Director,19,7,5,35175.66,2348.37,5,10,53,27,10,Job Board,4.88,Active Employee,Still Working ,24-12-2022,Thomas G,13,5,3,No,4,4.51,High,Diverse,52.62,2405.76,7,Yes,32,6.12
2205,21-03-2023,21-02-1965,61,Senior,Female,Medium,Finance,Fresher,Town planner,On Leave,818,Ralph Webb,Manager,18,15,5,66554.97,14947.7,0,1,64,36,5,Walk-in,2.47,Active Employee,Still Working ,No Promotion ,Thomas G,23,0,8,No,2,1.94,Medium,Diverse,66.5,1264.04,29,Yes,32,4.63
2206,04-05-2021,03-03-1969,57,Senior,Female,High,IT,Mid Level,Chief Technology Officer,Terminated,457,Daniel Williams,Manager,1,1,4,80711.04,5517.68,5,4,73,40,2,Recruiter,2.95,09-11-2022,Layoff,No Promotion ,Thomas G,30,3,20,Yes,4,2.86,Medium,Non-Diverse,80.49,4448.12,39,Yes,48,2.04
2207,15-10-2023,08-08-1999,26,Young,Male,High,Marketing,Senior,Microbiologist,Active,734,Jeffery Watson,Manager,5,3,1,114033.37,5153.64,8,3,71,4,11,Recruiter,4.1,Active Employee,Still Working ,21-09-2024,Arun S,27,2,1,Yes,3,1.34,Medium,Non-Diverse,78.02,1070.78,41,Yes,56,6.27
2208,25-10-2021,04-09-1962,63,Senior,Male,High,Marketing,Senior,Race relations officer,On Leave,847,Derek Gill,VP,14,4,1,82318.97,19279.34,10,5,82,1,4,Walk-in,2.45,Active Employee,Still Working ,No Promotion ,Arun S,7,1,15,No,3,1.73,High,Non-Diverse,64.45,7188.28,44,Yes,39,4.35
2209,14-06-2023,27-10-1959,66,Senior,Male,High,Sales,Senior,"Administrator, education",On Leave,592,Jennifer Cole,VP,3,7,3,84884.19,8684.11,7,2,51,41,14,Job Board,4.97,Active Employee,Still Working ,No Promotion ,Thomas G,47,5,5,Yes,1,2.92,Low,Diverse,63.72,3821.83,36,No,53,7.67
2210,27-04-2020,23-10-1994,31,Mid Age,Non-Binary,Medium,Sales,Senior,Magazine features editor,Active,120,Jose Johnson,VP,14,17,3,60569.58,6057.24,6,1,96,5,15,Walk-in,4.9,Active Employee,Still Working ,08-11-2024,Arun S,19,4,9,Yes,3,3.33,Medium,Diverse,62.24,3447.51,7,No,30,9.67
2211,14-01-2025,30-10-1963,62,Senior,Non-Binary,Medium,HR,Mid Level,"Programmer, multimedia",Terminated,34,John Cardenas,VP,15,6,3,40929.33,7345.3,5,2,58,24,1,Job Board,4.77,16-01-2025,Layoff,No Promotion ,Thomas G,12,4,17,No,3,2.4,Medium,Diverse,64.47,7129.21,23,No,49,2.11
2212,13-11-2018,21-08-1962,63,Senior,Female,Medium,HR,Mid Level,Multimedia programmer,Terminated,456,James Robbins,Manager,18,18,4,31585.15,1783.69,4,8,0,43,11,Referral,3.43,08-11-2023,Retirement,19-05-2021,Patrick,43,3,3,Yes,3,1.29,High,Non-Diverse,71.99,8713.48,41,Yes,56,5.91
2213,26-02-2020,11-02-2003,23,Young,Male,Medium,Finance,Fresher,Games developer,On Leave,778,Jose Johnson,Director,14,12,2,52669.7,371.96,0,7,44,14,12,Recruiter,4.56,Active Employee,Still Working ,22-09-2023,Patrick,23,1,9,Yes,3,1.92,Medium,Diverse,94.32,4949.72,31,Yes,35,2
2214,27-01-2025,19-10-1971,54,Senior,Male,High,Sales,Senior,"Scientist, biomedical",On Leave,531,Timothy Yang,Manager,1,12,2,81371.34,9124.81,8,3,0,16,19,Job Board,2.19,Active Employee,Still Working ,No Promotion ,Thomas G,33,0,0,No,1,3.7,Medium,Non-Diverse,95.62,9447.77,30,No,41,8.69
2215,18-03-2019,28-08-1979,46,Senior,Male,High,HR,Fresher,Chartered legal executive (England and Wales),On Leave,337,Phillip Ball,VP,17,4,5,78426.66,18997.63,2,3,66,22,8,Walk-in,4.92,Active Employee,Still Working ,07-12-2023,Thomas G,23,1,9,Yes,0,1.59,Low,Non-Diverse,97.14,2886.49,19,No,40,3.89
2216,30-04-2021,18-03-1982,44,Mid Age,Female,High,HR,Fresher,Insurance risk surveyor,On Leave,982,Sherri Gonzalez,VP,6,19,1,84564.29,329.95,1,1,85,34,2,Walk-in,4.28,Active Employee,Still Working ,No Promotion ,Patrick,27,1,12,Yes,5,2.07,Low,Non-Diverse,64.13,1768.44,60,No,33,9.76
2217,16-11-2022,18-11-1967,58,Senior,Female,Medium,HR,Senior,"Engineer, manufacturing systems",Active,671,Alison Robinson,Director,13,13,2,47212.48,18663.39,8,10,67,47,14,Job Board,4.35,Active Employee,Still Working ,No Promotion ,Patrick,9,0,8,Yes,4,4.62,Medium,Diverse,71.19,2752.64,39,Yes,49,3.47
2218,08-10-2019,29-11-1985,40,Mid Age,Female,High,IT,Senior,Site engineer,Terminated,221,Ronald Tucker,VP,18,1,5,107969.4,7594.4,10,9,48,17,9,Job Board,4.38,04-10-2021,None,26-09-2024,Patrick,44,3,19,Yes,0,2.19,Low,Non-Diverse,56.01,7874.86,49,No,47,2.01
2219,29-04-2020,09-02-1963,63,Senior,Non-Binary,Medium,Finance,Mid Level,Health physicist,On Leave,545,Ian Yu,Manager,3,6,5,43551.5,240.92,3,9,53,24,17,Walk-in,2.44,Active Employee,Still Working ,No Promotion ,Arun S,34,0,4,No,5,4.66,Medium,Non-Diverse,86.07,3670.89,37,No,51,8.22
2220,02-06-2022,22-02-1972,54,Senior,Male,Medium,HR,Senior,"Therapist, music",Active,877,Chad Nelson,VP,16,0,4,68235.35,12346.86,7,2,13,44,5,Walk-in,4.35,Active Employee,Still Working ,No Promotion ,Thomas G,23,5,11,Yes,0,4.37,Medium,Non-Diverse,86.76,2558.84,34,Yes,33,8.87
2221,22-05-2022,19-07-1970,55,Senior,Non-Binary,Medium,Sales,Senior,"Journalist, broadcasting",On Leave,890,Yvonne Woods,Director,16,5,2,36196.98,7319.73,6,3,46,1,0,Referral,3.17,Active Employee,Still Working ,28-09-2022,Thomas G,40,4,9,No,0,3.43,Low,Diverse,63.3,9078.56,58,No,52,6.96
2222,26-08-2024,18-05-2004,22,Young,Male,Medium,Marketing,Mid Level,Human resources officer,Active,895,Brenda Davis,Director,5,16,5,62057.98,19378.99,4,8,35,40,18,Walk-in,3.65,Active Employee,Still Working ,No Promotion ,Arun S,46,0,16,Yes,3,4.75,Medium,Non-Diverse,57.69,8716.04,35,Yes,35,3.57
